sample,total_count,cell_type,population,percentage
7095,98463,cd4_t_cell,33219,33.73754608330032
7095,98463,b_cell,11014,11.18592770888557
7095,98463,monocyte,16052,16.30257050871901
7096,94331,nk_cell,14923,15.819825932090193
7096,94331,monocyte,17043,18.06723134494493
7096,94331,cd4_t_cell,33696,35.72102490167601
7096,94331,cd8_t_cell,21055,22.320340079083227
7096,94331,b_cell,7614,8.071577742205637
7097,109307,cd4_t_cell,24756,22.648137813680734
7097,109307,monocyte,22330,20.428700815135354
7097,109307,cd8_t_cell,26737,24.460464563111238
7097,109307,b_cell,14573,13.332174517642969
7097,109307,nk_cell,20911,19.13052229042971
7098,93589,monocyte,15759,16.838517347124128
7098,93589,cd8_t_cell,21307,22.766564446676426
7098,93589,b_cell,9130,9.75541997456966
7098,93589,cd4_t_cell,36144,38.61992328158224
7098,93589,nk_cell,11249,12.019574950047549
7099,102289,b_cell,13166,12.871374243564802
7099,102289,cd4_t_cell,28401,27.765448875245628
7099,102289,monocyte,13922,13.610456647342334
7099,102289,cd8_t_cell,31417,30.713957512538002
7099,102289,nk_cell,15383,15.038762721309231
7100,88979,nk_cell,17964,20.189033367423775
7100,88979,b_cell,7768,8.730149810629474
7100,88979,cd4_t_cell,21567,24.23830341990807
7100,88979,cd8_t_cell,21990,24.713696490183075
7100,88979,monocyte,19690,22.128816911855605
7101,107784,cd8_t_cell,24177,22.43097305722556
7101,107784,monocyte,26828,24.89052178430936
7101,107784,cd4_t_cell,33258,30.856156757960367
7101,107784,nk_cell,9634,8.938246864098568
7101,107784,b_cell,13887,12.884101536406146
7102,99147,monocyte,18596,18.75598858260966
7102,99147,cd8_t_cell,23680,23.8837282015593
7102,99147,cd4_t_cell,29684,29.9393829364479
7102,99147,nk_cell,18050,18.205291133367627
7102,99147,b_cell,9137,9.215609146015511
7103,102795,monocyte,25251,24.564424339705237
7103,102795,cd8_t_cell,23253,22.620750036480374
7103,102795,cd4_t_cell,25720,25.020672211683447
7103,102795,nk_cell,16654,16.201177100053503
7103,102795,b_cell,11917,11.592976312077436
7104,105425,b_cell,12094,11.471662319184254
7104,105425,nk_cell,14084,13.359260137538534
7104,105425,monocyte,19702,18.68816694332464
7104,105425,cd4_t_cell,29618,28.093905620109084
7104,105425,cd8_t_cell,29927,28.38700497984349
7105,102593,b_cell,11416,11.127464836782236
7105,102593,cd4_t_cell,31486,30.690203035294804
7105,102593,nk_cell,10904,10.628405446765374
7105,102593,cd8_t_cell,28384,27.66660493405983
7105,102593,monocyte,20403,19.887321747097754
7106,101138,cd4_t_cell,30009,29.671340149103205
7106,101138,monocyte,15317,15.144653839308667
7106,101138,nk_cell,14701,14.535585042219543
7106,101138,b_cell,8936,8.835452549981214
7106,101138,cd8_t_cell,32175,31.81296841938737
7107,101002,monocyte,24544,24.300508900813846
7107,101002,nk_cell,9726,9.629512286885408
7107,101002,cd4_t_cell,29593,29.29941981346904
7107,101002,b_cell,16068,15.908595869388725
7107,101002,cd8_t_cell,21071,20.86196312944298
7108,110105,monocyte,23082,20.96362563008038
7108,110105,nk_cell,17966,16.317151809636258
7108,110105,b_cell,16423,14.915762226965171
7108,110105,cd4_t_cell,35613,32.344580173470774
7108,110105,cd8_t_cell,17021,15.458880159847418
7109,102586,nk_cell,16075,15.669779502076306
7109,102586,monocyte,15127,14.745676798003625
7109,102586,cd8_t_cell,21438,20.897588364884097
7109,102586,cd4_t_cell,43458,42.36250560505332
7109,102586,b_cell,6488,6.324449729982649
7110,92228,cd4_t_cell,25435,27.578392679012882
7110,92228,cd8_t_cell,25953,28.140044238192306
7110,92228,b_cell,6698,7.262436570238973
7110,92228,nk_cell,13597,14.742811293750272
7110,92228,monocyte,20545,22.27631521880557
7111,98302,b_cell,10731,10.916359789220973
7111,98302,nk_cell,15902,16.176680026856015
7111,98302,cd8_t_cell,21533,21.904945982787734
7111,98302,cd4_t_cell,32850,33.41742792618665
7111,98302,monocyte,17286,17.584586274948627
7112,105809,b_cell,11085,10.476424500751353
7112,105809,cd8_t_cell,28922,27.334158719957657
7112,105809,cd4_t_cell,37471,35.41381167953577
7112,105809,monocyte,16482,15.57712481924978
7112,105809,nk_cell,11849,11.19848028050544
7113,105584,monocyte,12516,11.854068798302773
7113,105584,b_cell,12771,12.095582664040005
7113,105584,cd8_t_cell,36091,34.182262464009696
7113,105584,nk_cell,11997,11.362517048037581
7113,105584,cd4_t_cell,32209,30.50556902560994
7114,88257,cd4_t_cell,26886,30.46330602671743
7114,88257,nk_cell,13681,15.501320008611216
7114,88257,b_cell,5722,6.483338432079042
7114,88257,cd8_t_cell,23822,26.99162672649195
7114,88257,monocyte,18146,20.560408806100366
7115,101787,monocyte,15455,15.18366785542358
7115,101787,cd4_t_cell,41141,40.418717517954164
7115,101787,nk_cell,10120,9.942330553017575
7115,101787,cd8_t_cell,23564,23.150304066334602
7115,101787,b_cell,11507,11.304980007270084
7116,105934,nk_cell,12642,11.933845601978591
7116,105934,cd8_t_cell,29869,28.19585779825174
7116,105934,b_cell,14077,13.288462627673836
7116,105934,monocyte,20213,19.080748390507296
7116,105934,cd4_t_cell,29133,27.501085581588537
7117,112253,monocyte,22680,20.204359794393024
7117,112253,cd4_t_cell,25387,22.61587663581374
7117,112253,b_cell,8556,7.622068007091125
7117,112253,cd8_t_cell,33926,30.222800281506952
7117,112253,nk_cell,21704,19.33489528119516
7118,104130,b_cell,10259,9.852107941995582
7118,104130,cd4_t_cell,33274,31.954287909344085
7118,104130,monocyte,17111,16.432344185153173
7118,104130,cd8_t_cell,29071,27.91798713147028
7118,104130,nk_cell,14415,13.843272832036876
7119,98943,nk_cell,17056,17.23820785704901
7119,98943,monocyte,26257,26.537501389689012
7119,98943,cd4_t_cell,25369,25.640014958107194
7119,98943,cd8_t_cell,23285,23.533751756061573
7119,98943,b_cell,6976,7.050524039093216
7120,93141,cd8_t_cell,16566,17.785937449673074
7120,93141,nk_cell,18807,20.191967017747288
7120,93141,b_cell,11186,12.009748660632805
7120,93141,monocyte,26662,28.625417377953855
7120,93141,cd4_t_cell,19920,21.38692949399298
7121,99779,nk_cell,9091,9.111135609697431
7121,99779,cd4_t_cell,32755,32.8275488830315
7121,99779,cd8_t_cell,29097,29.161446797422304
7121,99779,b_cell,10041,10.06323975986931
7121,99779,monocyte,18795,18.836628949979456
7122,98584,cd4_t_cell,35990,36.50693824555709
7122,98584,nk_cell,25529,25.89568286943115
7122,98584,cd8_t_cell,18600,18.86715897102978
7122,98584,b_cell,6377,6.468595309583705
7122,98584,monocyte,12088,12.26162460439828
7123,106281,cd4_t_cell,30087,28.30891692776696
7123,106281,cd8_t_cell,35212,33.13103941438263
7123,106281,b_cell,14619,13.75504558669941
7123,106281,monocyte,15531,14.613148163829848
7123,106281,nk_cell,10832,10.191849907321158
7124,103347,cd8_t_cell,28568,27.64279563025535
7124,103347,monocyte,27094,26.216532652133107
7124,103347,b_cell,10815,10.46474498534065
7124,103347,cd4_t_cell,28282,27.366058037485363
7124,103347,nk_cell,8588,8.309868694785528
7125,106015,b_cell,3081,2.906192519926426
7125,106015,monocyte,26423,24.923831533273592
7125,106015,cd4_t_cell,37566,35.43460831014479
7125,106015,cd8_t_cell,26228,24.73989529783521
7125,106015,nk_cell,12717,11.995472338819978
7126,91057,monocyte,19486,21.39978255378499
7126,91057,cd4_t_cell,26226,28.801739569720063
7126,91057,b_cell,7040,7.731420978068683
7126,91057,cd8_t_cell,23034,25.29624301261847
7126,91057,nk_cell,15271,16.770813885807794
7127,102067,cd8_t_cell,20639,20.221031283372685
7127,102067,cd4_t_cell,26100,25.571438368914535
7127,102067,monocyte,27140,26.59037690928508
7127,102067,b_cell,10457,10.245231073706487
7127,102067,nk_cell,17731,17.37192236472121
7128,95773,cd8_t_cell,21107,22.038570369519594
7128,95773,b_cell,4415,4.609858728451651
7128,95773,cd4_t_cell,22208,23.18816367869859
7128,95773,nk_cell,26152,27.306234533741243
7128,95773,monocyte,21891,22.85717268958892
7129,98980,cd8_t_cell,18994,19.18973530006062
7129,98980,nk_cell,13767,13.908870478884621
7129,98980,b_cell,14031,14.175591028490603
7129,98980,cd4_t_cell,30007,30.31622550010103
7129,98980,monocyte,22181,22.409577692463124
7130,103583,cd4_t_cell,22981,22.186073004257455
7130,103583,monocyte,26583,25.663477597675293
7130,103583,nk_cell,21434,20.692584690538023
7130,103583,b_cell,10101,9.751600166050414
7130,103583,cd8_t_cell,22484,21.706264541478816
7131,105801,monocyte,17063,16.12744681052164
7131,105801,cd8_t_cell,24199,22.872184572924642
7131,105801,b_cell,14812,13.99986767610892
7131,105801,cd4_t_cell,26196,24.759690362094876
7131,105801,nk_cell,23531,22.24081057834992
7132,104975,cd8_t_cell,29771,28.360085734698735
7132,104975,b_cell,9617,9.161228864015241
7132,104975,monocyte,17792,16.948797332698263
7132,104975,nk_cell,8421,8.021909978566326
7132,104975,cd4_t_cell,39374,37.50797809002143
7133,111748,monocyte,22831,20.43079070766367
7133,111748,cd4_t_cell,35011,31.33031463650356
7133,111748,b_cell,12794,11.44897447829044
7133,111748,nk_cell,16710,14.953287754590686
7133,111748,cd8_t_cell,24402,21.83663242295164
7134,107551,b_cell,8995,8.363474072765479
7134,107551,cd4_t_cell,32819,30.514825524634826
7134,107551,monocyte,20500,19.0607246794544
7134,107551,nk_cell,16709,15.535885300927003
7134,107551,cd8_t_cell,28528,26.525090422218295
7135,105044,nk_cell,15463,14.720498076996305
7135,105044,cd8_t_cell,25521,24.29553330033129
7135,105044,cd4_t_cell,32990,31.405887056852364
7135,105044,b_cell,13090,12.461444727923537
7135,105044,monocyte,17980,17.1166368378965
7136,104244,cd4_t_cell,41391,39.705882352941174
7136,104244,monocyte,20435,19.60304669813131
7136,104244,cd8_t_cell,21295,20.428034227389585
7136,104244,b_cell,6542,6.275660949311232
7136,104244,nk_cell,14581,13.987375772226699
7137,104504,cd4_t_cell,31826,30.454336676108092
7137,104504,monocyte,22743,21.762803337671286
7137,104504,b_cell,7297,6.982507846589605
7137,104504,nk_cell,9473,9.06472479522315
7137,104504,cd8_t_cell,33165,31.735627344407867
7138,107497,cd4_t_cell,36470,33.92652818218183
7138,107497,b_cell,13749,12.790124375563968
7138,107497,nk_cell,15308,14.24039740643925
7138,107497,monocyte,17472,16.253476841214173
7138,107497,cd8_t_cell,24498,22.789473194600777
7139,101938,cd4_t_cell,41688,40.89544625164316
7139,101938,nk_cell,14178,13.908454158410013
7139,101938,monocyte,15932,15.629107889109067
7139,101938,cd8_t_cell,20908,20.51050638623477
7139,101938,b_cell,9232,9.056485314602995
7140,89807,cd8_t_cell,22698,25.274199115881835
7140,89807,cd4_t_cell,12959,14.429832863807942
7140,89807,monocyte,21113,23.509303283708398
7140,89807,nk_cell,17176,19.12545792644226
7140,89807,b_cell,15861,17.661206810159563
7141,90436,cd8_t_cell,23802,26.31916493431819
7141,90436,cd4_t_cell,28359,31.358087487283825
7141,90436,nk_cell,12271,13.56871157503649
7141,90436,monocyte,19262,21.299040205228007
7141,90436,b_cell,6742,7.454995798133486
7142,110317,b_cell,16058,14.55623340011059
7142,110317,nk_cell,8161,7.397771875594876
7142,110317,monocyte,28135,25.503775483379716
7142,110317,cd8_t_cell,18066,16.376442434076345
7142,110317,cd4_t_cell,39897,36.16577680683847
7143,99659,b_cell,14909,14.960013646534684
7143,99659,cd4_t_cell,21330,21.402984176040295
7143,99659,nk_cell,13847,13.894379835238164
7143,99659,cd8_t_cell,22310,22.386337410570047
7143,99659,monocyte,27263,27.356284931616813
7144,103346,cd4_t_cell,27675,26.778975480424982
7144,103346,b_cell,10333,9.998451802682252
7144,103346,cd8_t_cell,25365,24.543765602926094
7144,103346,monocyte,25414,24.59117914578213
7144,103346,nk_cell,14559,14.087627968184545
7145,103122,monocyte,12865,12.47551443920793
7145,103122,nk_cell,19530,18.938732763134926
7145,103122,b_cell,13957,13.53445433564128
7145,103122,cd4_t_cell,27601,26.76538468997886
7145,103122,cd8_t_cell,29169,28.285913772037002
7146,109983,b_cell,5801,5.274451506141858
7146,109983,cd4_t_cell,36767,33.429711864560886
7146,109983,cd8_t_cell,33263,30.243764945491574
7146,109983,nk_cell,11490,10.447069092496113
7146,109983,monocyte,22662,20.605002591309564
7147,107949,b_cell,9210,8.531806686490844
7147,107949,nk_cell,18193,16.853328886789132
7147,107949,cd4_t_cell,31766,29.42685897970338
7147,107949,monocyte,16987,15.736134656180234
7147,107949,cd8_t_cell,31793,29.451870790836416
7148,92968,cd4_t_cell,33548,36.085534807675764
7148,92968,cd8_t_cell,21534,23.162808708372772
7148,92968,monocyte,12714,13.675673349969882
7148,92968,b_cell,10862,11.68359005249118
7148,92968,nk_cell,14310,15.392393081490404
7149,104165,monocyte,18644,17.898526376422023
7149,104165,cd8_t_cell,27492,26.39274228387654
7149,104165,b_cell,15626,15.001200019200306
7149,104165,nk_cell,15289,14.677674842797483
7149,104165,cd4_t_cell,27114,26.029856477703646
7150,107728,cd8_t_cell,23302,21.63040249517303
7150,107728,monocyte,16419,15.241162928857865
7150,107728,b_cell,11691,10.852331798603892
7150,107728,nk_cell,18700,17.358532600623793
7150,107728,cd4_t_cell,37616,34.91757017674143
7151,98309,cd4_t_cell,27424,27.895716567150515
7151,98309,nk_cell,10761,10.946098526075945
7151,98309,b_cell,10342,10.51989136294744
7151,98309,monocyte,21511,21.881007842618683
7151,98309,cd8_t_cell,28271,28.75728570120742
7152,90712,cd4_t_cell,30596,33.72872387335744
7152,90712,cd8_t_cell,21864,24.102654555075404
7152,90712,monocyte,13541,14.927462739218624
7152,90712,nk_cell,16567,18.263294823176647
7152,90712,b_cell,8144,8.977864009171885
7153,99270,cd4_t_cell,26608,26.803666767402035
7153,99270,nk_cell,8922,8.987609549712904
7153,99270,b_cell,12763,12.85685504180518
7153,99270,cd8_t_cell,25890,26.08038682381384
7153,99270,monocyte,25087,25.27148181726604
7154,97830,nk_cell,10788,11.027292241643668
7154,97830,cd8_t_cell,27266,27.87079627925994
7154,97830,cd4_t_cell,34644,35.41245016865992
7154,97830,monocyte,17702,18.094653991618113
7154,97830,b_cell,7430,7.594807318818359
7155,104129,b_cell,8862,8.510597432031423
7155,104129,cd8_t_cell,31607,30.35369589643615
7155,104129,cd4_t_cell,28677,27.539878420036683
7155,104129,nk_cell,16693,16.031076837384397
7155,104129,monocyte,18290,17.564751414111342
7156,108011,b_cell,9638,8.923165233170696
7156,108011,cd8_t_cell,20188,18.690688911314588
7156,108011,nk_cell,14323,13.260686411569193
7156,108011,cd4_t_cell,46408,42.965994204294006
7156,108011,monocyte,17454,16.159465239651517
7157,106084,b_cell,15034,14.171788394102785
7157,106084,cd8_t_cell,20839,19.643867124165755
7157,106084,monocyte,17760,16.741450171562157
7157,106084,cd4_t_cell,31206,29.416311602126616
7157,106084,nk_cell,21245,20.026582708042685
7158,104261,b_cell,5343,5.124639126806764
7158,104261,cd4_t_cell,31772,30.473523177410538
7158,104261,cd8_t_cell,26575,25.488917236550577
7158,104261,monocyte,26129,25.061144627425403
7158,104261,nk_cell,14442,13.851775831806714
7159,106740,b_cell,8568,8.02698145025295
7159,106740,cd4_t_cell,28959,27.130410342889267
7159,106740,cd8_t_cell,30342,28.426082068577852
7159,106740,monocyte,23549,22.062019861345323
7159,106740,nk_cell,15322,14.35450627693461
7160,106003,cd4_t_cell,28623,27.00206597926474
7160,106003,monocyte,22882,21.586181523164438
7160,106003,nk_cell,16720,15.7731384960803
7160,106003,b_cell,11525,10.872333801873532
7160,106003,cd8_t_cell,26253,24.76628019961699
7161,97864,monocyte,19109,19.52607700482302
7161,97864,nk_cell,16017,16.366590370309815
7161,97864,cd4_t_cell,31214,31.895283250224804
7161,97864,b_cell,4831,4.936442409874928
7161,97864,cd8_t_cell,26693,27.275606964767434
7162,97036,cd4_t_cell,26163,26.962158374211633
7162,97036,monocyte,20505,21.13133270126551
7162,97036,nk_cell,17311,17.839770806710913
7162,97036,b_cell,4968,5.119749371367328
7162,97036,cd8_t_cell,28089,28.946988746444617
7163,94115,cd8_t_cell,20712,22.007118950220477
7163,94115,nk_cell,20206,21.46947882909207
7163,94115,b_cell,6096,6.477182170748552
7163,94115,monocyte,17746,18.855655315305743
7163,94115,cd4_t_cell,29355,31.190564734633163
7164,96596,b_cell,15257,15.794649881982693
7164,96596,monocyte,26497,27.43074247380844
7164,96596,nk_cell,16166,16.735682636962192
7164,96596,cd4_t_cell,19561,20.250320924261874
7164,96596,cd8_t_cell,19115,19.788604082984804
7165,113810,monocyte,22113,19.429751339952553
7165,113810,nk_cell,18897,16.603989104648097
7165,113810,cd4_t_cell,46484,40.843511115016256
7165,113810,cd8_t_cell,17219,15.129601968192603
7165,113810,b_cell,9097,7.993146472190493
7166,101572,cd4_t_cell,35101,34.55775213641555
7166,101572,monocyte,20513,20.195526326152876
7166,101572,nk_cell,18106,17.825778757925413
7166,101572,cd8_t_cell,22129,21.786515968967826
7166,101572,b_cell,5723,5.634426810538337
7167,100190,b_cell,11224,11.20271484180058
7167,100190,cd4_t_cell,23533,23.488372093023255
7167,100190,nk_cell,21433,21.39235452639984
7167,100190,cd8_t_cell,19050,19.01387364008384
7167,100190,monocyte,24950,24.902684898692485
7168,102255,cd8_t_cell,23018,22.51039068994181
7168,102255,monocyte,31268,30.578455821231238
7168,102255,b_cell,6908,6.755659869933011
7168,102255,nk_cell,19705,19.270451322673708
7168,102255,cd4_t_cell,21356,20.88504229622023
7169,106301,b_cell,15374,14.462704960442515
7169,106301,nk_cell,17131,16.115558649495302
7169,106301,cd4_t_cell,29665,27.906604829681754
7169,106301,monocyte,21976,20.673370899615243
7169,106301,cd8_t_cell,22155,20.841760660765186
7170,106554,monocyte,26528,24.896296713403533
7170,106554,cd8_t_cell,22221,20.85421476434484
7170,106554,nk_cell,17349,16.28188524128611
7170,106554,b_cell,9996,9.381158849034293
7170,106554,cd4_t_cell,30460,28.58644443193123
7171,101243,nk_cell,13673,13.50513121894847
7171,101243,b_cell,6970,6.884426577639935
7171,101243,cd8_t_cell,24990,24.683187973489527
7171,101243,cd4_t_cell,28214,27.867605661625987
7171,101243,monocyte,27396,27.05964856829608
7172,94723,cd4_t_cell,27048,28.55483884589804
7172,94723,b_cell,3894,4.1109339864658
7172,94723,monocyte,24198,25.546065897406123
7172,94723,nk_cell,14108,14.89395394993824
7172,94723,cd8_t_cell,25475,26.894207320291798
7173,92542,cd8_t_cell,24836,26.837544034060212
7173,92542,cd4_t_cell,25005,27.02016381750989
7173,92542,b_cell,14067,15.200665643707723
7173,92542,nk_cell,8956,9.677767932398263
7173,92542,monocyte,19678,21.26385857232392
7174,94741,cd4_t_cell,21964,23.183204737125426
7174,94741,nk_cell,17019,17.963711592657877
7174,94741,monocyte,22821,24.087776147602412
7174,94741,b_cell,8915,9.409864789267582
7174,94741,cd8_t_cell,24022,25.355442733346706
7175,99625,monocyte,25919,26.016562107904644
7175,99625,cd8_t_cell,20608,20.68557089084065
7175,99625,nk_cell,12899,12.947553324968633
7175,99625,cd4_t_cell,30069,30.182183186951068
7175,99625,b_cell,10130,10.168130489335006
7176,102125,cd8_t_cell,20799,20.36621787025704
7176,102125,nk_cell,14127,13.833047735618115
7176,102125,cd4_t_cell,31825,31.16279069767442
7176,102125,b_cell,9346,9.151529987760098
7176,102125,monocyte,26028,25.486413708690332
7177,101256,cd4_t_cell,29983,29.611084775223194
7177,101256,monocyte,18632,18.400884885833925
7177,101256,nk_cell,10947,10.811211187485185
7177,101256,b_cell,14377,14.198664770482736
7177,101256,cd8_t_cell,27317,26.978154380974956
7178,98151,b_cell,11205,11.416083381728154
7178,98151,cd8_t_cell,16847,17.164369186253833
7178,98151,cd4_t_cell,22080,22.495950117675825
7178,98151,nk_cell,15390,15.679921753216982
7178,98151,monocyte,32629,33.24367556112521
7179,107040,cd8_t_cell,26217,24.492713004484305
7179,107040,nk_cell,9996,9.338565022421525
7179,107040,cd4_t_cell,33637,31.424701046337816
7179,107040,monocyte,30867,28.83688340807175
7179,107040,b_cell,6323,5.907137518684604
7180,108031,b_cell,12620,11.68183206672159
7180,108031,nk_cell,17009,15.744554803713747
7180,108031,cd8_t_cell,24340,22.53056992900186
7180,108031,monocyte,29416,27.229221242050894
7180,108031,cd4_t_cell,24646,22.81382195851191
7181,98980,nk_cell,8480,8.567387350979997
7181,98980,cd4_t_cell,31056,31.376035562739947
7181,98980,monocyte,17432,17.611638714891896
7181,98980,b_cell,7729,7.808648211759952
7181,98980,cd8_t_cell,34283,34.63629015962821
7182,94366,cd8_t_cell,25544,27.069071487612064
7182,94366,nk_cell,8136,8.621749358879258
7182,94366,b_cell,9312,9.867960918127292
7182,94366,cd4_t_cell,28524,30.226988534005894
7182,94366,monocyte,22850,24.214229701375494
7183,96732,monocyte,19398,20.053343257660337
7183,96732,cd4_t_cell,25678,26.545507174461395
7183,96732,b_cell,12149,12.559442583633132
7183,96732,cd8_t_cell,26555,27.45213579787454
7183,96732,nk_cell,12952,13.389571186370592
7184,104925,monocyte,14660,13.971884679533
7184,104925,cd8_t_cell,24612,23.456754824874913
7184,104925,nk_cell,24456,23.30807719799857
7184,104925,b_cell,14537,13.854658089111268
7184,104925,cd4_t_cell,26660,25.40862520848225
7185,98520,b_cell,6885,6.9884287454324
7185,98520,monocyte,23388,23.739342265529842
7185,98520,cd8_t_cell,23307,23.65712545676005
7185,98520,cd4_t_cell,30001,30.451684937068617
7185,98520,nk_cell,14939,15.163418595209095
7186,98363,monocyte,16793,17.07247643931153
7186,98363,b_cell,15194,15.446865183046471
7186,98363,nk_cell,12860,13.074021735815297
7186,98363,cd8_t_cell,21854,22.217703811392493
7186,98363,cd4_t_cell,31662,32.18893283043421
7187,96692,monocyte,17415,18.01079717039672
7187,96692,cd8_t_cell,28272,29.239233855954993
7187,96692,b_cell,11214,11.597650270963472
7187,96692,nk_cell,11221,11.604889753030239
7187,96692,cd4_t_cell,28570,29.547428949654574
7188,98886,cd4_t_cell,28433,28.753311894504783
7188,98886,b_cell,15662,15.838440224096434
7188,98886,cd8_t_cell,21771,22.016261149202112
7188,98886,monocyte,18720,18.930890115891025
7188,98886,nk_cell,14300,14.461096616305644
7189,89719,cd8_t_cell,21297,23.73744691759828
7189,89719,b_cell,9143,10.190706539306056
7189,89719,cd4_t_cell,24233,27.009886423165664
7189,89719,nk_cell,13003,14.493028232592872
7189,89719,monocyte,22043,24.56893188733713
7190,107266,b_cell,6702,6.248018943560867
7190,107266,cd8_t_cell,32580,30.373091193854528
7190,107266,nk_cell,16310,15.205190834001453
7190,107266,cd4_t_cell,28747,26.799731508586135
7190,107266,monocyte,22927,21.373967519997016
7191,93174,b_cell,7836,8.410071479168007
7191,93174,nk_cell,14734,15.813424345847555
7191,93174,cd4_t_cell,29563,31.72880846588104
7191,93174,cd8_t_cell,21999,23.61066391911907
7191,93174,monocyte,19042,20.43703178998433
7192,103458,cd4_t_cell,31815,30.75160934872122
7192,103458,nk_cell,9490,9.1728044230509
7192,103458,b_cell,12063,11.659803978426028
7192,103458,cd8_t_cell,28409,27.45945214483172
7192,103458,monocyte,21681,20.956330104970135
7193,109794,cd4_t_cell,33217,30.25393008725431
7193,109794,nk_cell,12407,11.300253201449987
7193,109794,monocyte,21942,19.984698617410785
7193,109794,cd8_t_cell,30760,28.01610288358198
7193,109794,b_cell,11468,10.44501521030293
7194,95191,monocyte,19647,20.639556260570853
7194,95191,cd4_t_cell,20419,21.45055730058514
7194,95191,b_cell,12673,13.31323339391329
7194,95191,nk_cell,18429,19.360023531636394
7194,95191,cd8_t_cell,24023,25.23662951329432
7195,109434,monocyte,24530,22.415337098159622
7195,109434,cd8_t_cell,22835,20.866458321910926
7195,109434,b_cell,13148,12.01454758119049
7195,109434,cd4_t_cell,30915,28.249904051757223
7195,109434,nk_cell,18006,16.45375294698174
7196,98387,nk_cell,17784,18.075558762844686
7196,98387,b_cell,5974,6.0719403986299
7196,98387,monocyte,19980,20.30756095825668
7196,98387,cd4_t_cell,29158,29.636029150192606
7196,98387,cd8_t_cell,25491,25.90891073007613
7197,107674,b_cell,15193,14.110184445641474
7197,107674,nk_cell,15701,14.58197893641919
7197,107674,monocyte,19207,17.83810390623549
7197,107674,cd8_t_cell,23366,21.700689117149917
7197,107674,cd4_t_cell,34207,31.76904359455393
7198,101091,monocyte,23820,23.562928450603913
7198,101091,cd8_t_cell,24144,23.88343175950381
7198,101091,nk_cell,11069,10.949540513003136
7198,101091,cd4_t_cell,31099,30.76337161567301
7198,101091,b_cell,10959,10.840727661216132
7199,109206,nk_cell,12249,11.216416680402176
7199,109206,b_cell,12842,11.759427137703057
7199,109206,cd4_t_cell,28727,26.305331208907933
7199,109206,monocyte,29303,26.832774755965787
7199,109206,cd8_t_cell,26085,23.886050217021044
7200,105358,nk_cell,21760,20.653391294443708
7200,105358,b_cell,9549,9.063383891114105
7200,105358,cd4_t_cell,26230,24.89606864215342
7200,105358,cd8_t_cell,25110,23.8330264431747
7200,105358,monocyte,22709,21.55412972911407
7201,104466,monocyte,26979,25.825627476882428
7201,104466,cd4_t_cell,31773,30.414680374475907
7201,104466,nk_cell,12179,11.6583385982042
7201,104466,cd8_t_cell,21844,20.91015258553022
7201,104466,b_cell,11691,11.191200964907242
7202,108821,cd8_t_cell,22110,20.317769548157067
7202,108821,cd4_t_cell,30320,27.86226923112267
7202,108821,monocyte,27740,25.49140331369864
7202,108821,nk_cell,21000,19.29774583949789
7202,108821,b_cell,7651,7.030812067523732
7203,102514,nk_cell,21690,21.158085724876603
7203,102514,b_cell,6210,6.057709190939774
7203,102514,cd8_t_cell,25774,25.141931833700763
7203,102514,monocyte,22266,21.71996020055797
7203,102514,cd4_t_cell,26574,25.922313049924888
7204,111926,cd4_t_cell,36219,32.359773421725066
7204,111926,cd8_t_cell,34320,30.663116702106745
7204,111926,b_cell,8816,7.876632775226488
7204,111926,nk_cell,16104,14.388077837142399
7204,111926,monocyte,16467,14.712399263799297
7205,98266,cd8_t_cell,26871,27.34516516394277
7205,98266,cd4_t_cell,30801,31.344513870514724
7205,98266,b_cell,8090,8.2327559888466
7205,98266,monocyte,17569,17.87902224574115
7205,98266,nk_cell,14935,15.198542730954756
7206,92330,nk_cell,9879,10.69966424780678
7206,92330,cd4_t_cell,35262,38.19127044297628
7206,92330,cd8_t_cell,19215,20.811220621683095
7206,92330,monocyte,17122,18.544351781652768
7206,92330,b_cell,10852,11.753492905881078
7207,94818,cd4_t_cell,36337,38.32289227783754
7207,94818,nk_cell,14832,15.64259950642283
7207,94818,b_cell,6845,7.219093421080386
7207,94818,cd8_t_cell,21862,23.05680356050539
7207,94818,monocyte,14942,15.758611234153852
7208,90534,monocyte,28891,31.9117679545806
7208,90534,nk_cell,13808,15.251728632337022
7208,90534,cd8_t_cell,15219,16.810259129166944
7208,90534,cd4_t_cell,24693,27.27483597322553
7208,90534,b_cell,7923,8.751408310689907
7209,101402,monocyte,19196,18.930593084949017
7209,101402,b_cell,11305,11.148695292006074
7209,101402,cd4_t_cell,35739,35.24486696514862
7209,101402,cd8_t_cell,25327,24.976824914695964
7209,101402,nk_cell,9835,9.699019743200331
7210,95726,b_cell,6857,7.163153166328897
7210,95726,cd8_t_cell,30139,31.484654116958822
7210,95726,monocyte,12659,13.2242024110482
7210,95726,cd4_t_cell,27501,28.72887198880137
7210,95726,nk_cell,18570,19.39911831686271
7211,106194,monocyte,21971,20.68949281503663
7211,106194,b_cell,8996,8.471288396707912
7211,106194,cd8_t_cell,28827,27.1456014464094
7211,106194,cd4_t_cell,34727,32.701470892894136
7211,106194,nk_cell,11673,10.99214644895192
7212,96662,b_cell,11256,11.644700088969813
7212,96662,cd8_t_cell,24446,25.290186422792825
7212,96662,monocyte,19839,20.52409426661977
7212,96662,nk_cell,11290,11.679874200823487
